罗汉果,disease,肺热
琼瑶浆,disease,脂血症
火绳树,disease,杉木炭疽病
酸性土,disease,胡麻斑病
蓝根,disease,清热凉血
茶道精神,disease,气囊炎
次生壁,disease,带状疱疹
次生壁,disease,气囊炎
美国核桃,disease,白肌病
美国核桃,disease,胃肠疾病
非洲梧桐,disease,EB病毒
非洲梧桐,disease,苗木白绢病
高良姜,disease,解酒毒
落地松,disease,落叶松褐锈病
落地松,disease,樟子松疱锈病
毛百合,disease,胃肠疾病
毛百合,disease,养阴润肺
大血藤,disease,钻骨风
红杜鹃,disease,葡萄蔓枯病
红杜鹃,disease,杜鹃花根腐病
水仙种,disease,茶圆赤星病
水仙种,disease,关节脱位
柚,disease,胃肠疾病
大穗结缕草,disease,丝黑穗病
大穗结缕草,disease,胃肠疾病
分叉蓼,disease,十字花科蔬菜霜霉病
乌鸦果,disease,马钱子中毒
乌鸦果,disease,芝麻茎点枯病
鹧鸪菜属,disease,心肌梗死
生具,disease,桑炭疽病
叶倾角,disease,葡萄蔓枯病
舌状花冠,disease,心肌梗死
芍药科,disease,樟子松疱锈病
芍药科,disease,公害病
台湾黄杉,disease,黑脚病
浙玄参,disease,毛竹枯梢病
浙玄参,disease,养阴润肺
草花,disease,局部病斑
地肤子,disease,癣菌
古蔺牛皮茶,disease,皮肤癌
古蔺牛皮茶,disease,胃肠疾病
白羽扇豆,disease,心肌梗死
柰桃,disease,胃肠疾病
紫薇,disease,煤污病
甘草,disease,清毒
竹叶椒,disease,蛇毒中毒
竹叶椒,disease,胃肠疾病
红树目,disease,呼吸根
红树目,disease,郁火
波叶红果树,disease,植物生长调节剂
八角金盘,disease,蛇毒中毒
绒毛掌,disease,B病毒
绒毛掌,disease,冠状突
漳州水仙,disease,茶圆赤星病
土连翘,disease,呼吸根
土连翘,disease,清毒
中花9号,disease,花生锈病
中花9号,disease,葡萄白粉病
中花9号,disease,板冰机
长叶榧,disease,莲藕腐败病
长叶榧,disease,苗木白绢病
花粉块,disease,病因学
花粉块,disease,心肌梗死
花点,disease,杉木炭疽病
花点,disease,葡萄蔓枯病
硫华菊,disease,胃肠疾病
日本柳杉,disease,板冰机
大戟目,disease,百叶干病
大戟目,disease,郁火
阔叶红松林,disease,苜蓿黄萎病
肉黄菊,disease,心气虚
秋花生,disease,葡萄蔓枯病
秋花生,disease,胃肠疾病
菱叶葡萄,disease,葡萄蔓枯病
田埂,disease,斑萎病
莲亚科,disease,胃肠疾病
莲亚科,disease,疱疹病毒科
大型褐藻,disease,板冰机
华盖,disease,肺虚
苔草,disease,云杉球果锈病
冬桑叶,disease,时疫
冬桑叶,disease,润喉
松叶菊,disease,樟子松疱锈病
松叶菊,disease,花叶病毒病
虎杖,disease,蛇毒中毒
金银花,disease,清热凉血
灌木,disease,苎麻炭疽病
箬棕,disease,安络血
落新妇,disease,杉木炭疽病
芝麻菜属,disease,胡麻斑病
花盖梨,disease,胃肠疾病
冬舂米,disease,时疫
冬舂米,disease,板冰机
千金散,disease,大肠实热
千金散,disease,内热
梧桐属,disease,苗木白绢病
梧桐属,disease,心肌梗死
钩藤,disease,蛇毒中毒
紫金牛属,disease,心肌梗死
植物甾醇,disease,植物性饲料
植物甾醇,disease,血清流行病学
龙生型花生,disease,胃肠疾病
刺桐花,disease,杉木炭疽病
青黛,disease,癣菌
沼泽植被,disease,气肿疽
沼泽植被,disease,褐斑病
莲肉,disease,胃肠疾病
武植3号,disease,葡萄白粉病
武植3号,disease,板冰机
仙人指,disease,黑斑病
仙人指,disease,心肌梗死
日本夏橙,disease,板冰机
剪草,disease,细菌性萎蔫病
云南杜鹃,disease,萎凋
云南杜鹃,disease,杜鹃花根腐病
花苗,disease,棉花立枯病
山地雨林,disease,玉米丝黑穗病
山地雨林,disease,猴痘
网球花,disease,蜡疗法
网球花,disease,杉木炭疽病
安石榴,disease,公害病
安石榴,disease,牛泰勒虫病
水草,disease,肝片吸虫病
羽衣甘蓝,disease,胃肠疾病
树植,disease,呼吸根
马蹄金属,disease,伪牛痘
马蹄金属,disease,弯体病
树木盆景,disease,杉木炭疽病
大石花菜,disease,葡萄蔓枯病
藏黄芪,disease,板冰机
藏黄芪,disease,心气虚
芫花,disease,水积
梨藤竹属,disease,心肌梗死
红牛皮菜,disease,葡萄蔓枯病
酸浆果,disease,免疫原
酸浆果,disease,草莓黑斑病
茹科夫斯基小麦,disease,小麦颖枯病
叶面,disease,棉花缺素症
硅鞭藻,disease,果实轮纹病
菊花脑,disease,胃肠疾病
菊花脑,disease,缺氧
欧洲大叶椴,disease,眼窝
欧洲大叶椴,disease,渗出性炎症
泡竹属,disease,心肌梗死
草芽平,disease,白术病害
草芽平,disease,痉挛
鹿角柱,disease,樟子松疱锈病
琼崖海棠,disease,胃肠疾病
蓼目,disease,郁火
槲寄生属,disease,心肌梗死
水栀子,disease,芝麻茎点枯病
水栀子,disease,胃火
反枝苋,disease,胃肠疾病
种子发芽率,disease,芝麻茎点枯病
种子发芽率,disease,茶籽发芽率
红菜薹,disease,葡萄蔓枯病
蔷薇亚科,disease,月季白粉病
蔷薇亚科,disease,疱疹病毒科
草甸风沙土,disease,胃肠疾病
草甸风沙土,disease,葡萄苗
油桐,disease,油桐黑斑病
茌梨,disease,胃肠疾病
龙口花,disease,杉木炭疽病
凌霄属,disease,心肌梗死
天丝瓜,disease,葡萄蔓枯病
天丝瓜,disease,胃肠疾病
紫黑色,disease,血泡
斑苦竹,disease,葡萄蔓枯病
仙人桃,disease,黑斑病
仙人桃,disease,胃肠疾病
暗紫,disease,血瘀
落叶松种子小蜂,disease,落叶松褐锈病
落叶松种子小蜂,disease,芝麻茎点枯病
副叶,disease,肠道传染病
副叶,disease,葡萄蔓枯病
金钱花,disease,胃肠道疾病
金钱花,disease,杉木炭疽病
南瓜,disease,胃肠疾病
红树植物,disease,呼吸根
红树植物,disease,植物性饲料
植物生活史,disease,植物性饲料
植物生活史,disease,羊脑脊髓丝虫病
水果蔬菜,disease,萎凋
水果蔬菜,disease,胃肠疾病
单囊壳属,disease,桃白粉病
单囊壳属,disease,披膜病毒科
单囊壳属,disease,心肌梗死
小单歧藻,disease,葡萄蔓枯病
黄杨科,disease,公害病
紫金牛科,disease,公害病
黍穗,disease,甘蔗花叶病
黍穗,disease,赤霉病
紫铆,disease,血泡
异型莎草,disease,肿瘤
盆栽,disease,花叶病毒病
茎花,disease,植物性饲料
茎花,disease,杉木炭疽病
瓶栽,disease,病料
瓶栽,disease,杉木炭疽病
莱阳茌梨,disease,胃肠疾病
玄参目,disease,养阴润肺
玄参目,disease,郁火
肉穗花序,disease,血竭
肉穗花序,disease,丝黑穗病
卵形,disease,丝黑穗病
草甸植被,disease,褐斑病
雪山草蜥,disease,白沫
雪山草蜥,disease,胃肠疾病
毛叶稠李,disease,子宫颈炎
毛叶稠李,disease,胃肠疾病
草芍药,disease,胃肠疾病
草芍药,disease,樟子松疱锈病
灌根,disease,大蒜花叶病
水苋菜,disease,芝麻茎点枯病
水苋菜,disease,斑萎病
方包茶,disease,胃肠疾病
乳黄,disease,马铃薯环腐病
牛筋子,disease,葡萄蔓枯病
营养组织,disease,弯体病
营养组织,disease,关节脱位
颤杨,disease,细菌性烂鳃病
颤杨,disease,杉木炭疽病
茅根,disease,传染性肝炎
线香灸,disease,体针
牡荆属,disease,心肌梗死
山茶树,disease,杉木炭疽病
山茶树,disease,枯枝病
夏风信子,disease,时疫
清香,disease,萎凋
试管植物,disease,病料
试管植物,disease,植物性饲料
高山栲,disease,白僵菌
下胚轴,disease,关节脱位
下胚轴,disease,亚麻立枯病
黄檗属,disease,心肌梗死
梨叶,disease,梨黑斑病
川赤芍,disease,胃肠疾病
川赤芍,disease,清热凉血
南五味子,disease,葡萄白粉病
南五味子,disease,蛇毒中毒
向日葵根,disease,向日葵菌核病
向日葵根,disease,植物性饲料
斑叶兰,disease,葡萄蔓枯病
华山矾,disease,松疱锈病
华山矾,disease,血劳
米仔兰,disease,板冰机
松节,disease,血防
落叶阔叶林,disease,杉木炭疽病
沙丁,disease,平喘药
独活散,disease,内热
大花菟丝子,disease,苜蓿褐斑病
大花菟丝子,disease,茶树病虫害防治
草木典,disease,疗愁
草木典,disease,胃肠疾病
木瓜红属,disease,血劳
木瓜红属,disease,茄病
橄榄科,disease,胃肠疾病
橄榄科,disease,公害病
龙爪茅,disease,恶苗病
山玫瑰,disease,杉木炭疽病
山玫瑰,disease,鳞屑
仙人笔,disease,黑斑病
仙人笔,disease,杉木炭疽病
护林,disease,杨树烂皮病
黄玉兰,disease,葡萄蔓枯病
黄玉兰,disease,祛风
真蕨亚门,disease,肾阳虚
诸葛菜,disease,胃肠疾病
密刺蔷薇,disease,月季白粉病
水晶兰属,disease,板冰机
紫苜蓿,disease,血泡
紫苜蓿,disease,苜蓿黄萎病
山薄荷,disease,杉木炭疽病
山薄荷,disease,润喉
柏油,disease,便血
白附子,disease,蛇毒中毒
姬核桃,disease,流行性出血热
姬核桃,disease,胃肠疾病
优美双盾木,disease,葡萄白粉病
苏梗,disease,润喉
野生荔枝,disease,紫菀黄化病
野生荔枝,disease,胃肠疾病
蓝蓟,disease,胃肠疾病
蓝蓟,disease,花生病毒病
褐藻纲,disease,樟子松疱锈病
梭梭柴,disease,樟子松疱锈病
乳香,disease,目疾
桤木属,disease,心肌梗死
小香薷,disease,葡萄蔓枯病
壶苞苔,disease,阻塞性黄疸
壶苞苔,disease,玉米大斑病
壶苞苔,disease,郁火
树高,disease,松疱锈病
生角,disease,沙眼
柿树科,disease,柿疯病
柿树科,disease,公害病
黑核桃,disease,葡萄蔓枯病
黑核桃,disease,胃肠疾病
植物名录,disease,植物性饲料
植物名录,disease,渔业资源增殖保护费
茄,disease,胃肠疾病
干草,disease,苜蓿黄萎病
酢浆草属,disease,心肌梗死
福建菜茶,disease,毛竹枯梢病
福建菜茶,disease,胃肠疾病
福建菜茶,disease,胃肠疾病
胭脂梅,disease,底层鱼类
野生香蕉,disease,紫菀黄化病
野生香蕉,disease,胃肠疾病
日照时间,disease,褐斑
紫菀,disease,紫菀黄化病
早玛瑙,disease,棉花缺素症
早玛瑙,disease,废血
雨花露,disease,斑萎病
雨花露,disease,黑脚病
上茧,disease,葡萄蔓枯病
上茧,disease,粟粒线虫病
黄芪,disease,心气虚
小檗根,disease,黑麦秆锈病
小檗根,disease,植物性饲料
景天属,disease,心肌梗死
森林群落,disease,凋落物
森林群落,disease,羊吸虫病
义乌大枣,disease,胃肠疾病
菇房,disease,胃肠疾病
菇房,disease,肾阳虚
木地肤,disease,葡萄白粉病
木地肤,disease,癣菌
大节竹,disease,萎凋
樱桃番茄,disease,李袋果病
樱桃番茄,disease,胃肠疾病
非洲狗尾草,disease,EB病毒
非洲狗尾草,disease,粟白发病
正山小种,disease,香蕉枯萎病
红山药,disease,葡萄蔓枯病
红山药,disease,胃肠疾病
种梨,disease,泰勒虫病
猴头,disease,胃肠疾病
稻,disease,水稻二化螟
槭树,disease,杉木炭疽病
萝卜菜,disease,胃肠疾病
萝卜菜,disease,胃肠疾病
豇豆,disease,大豆顶枯病
梁平柚,disease,胃肠疾病
大叶榆,disease,渗出性炎症
大叶榆,disease,玉米青枯病
林木种子园,disease,杉木炭疽病
林木种子园,disease,松针褐斑病
腌茶,disease,胃肠疾病
腌茶,disease,胃肠疾病
箣竹,disease,萎凋
水云属,disease,心肌梗死
新木姜子,disease,葡萄蔓枯病
新木姜子,disease,樟叶瘤丛螟
稻苗,disease,黑条矮缩病
垂枝香茶菜,disease,柿疯病
垂枝香茶菜,disease,胃肠疾病
白云杉,disease,心肌梗死
白云杉,disease,云杉球果锈病
云杉八齿小蠹,disease,云杉球果锈病
云杉八齿小蠹,disease,葡萄蔓枯病
云杉八齿小蠹,disease,茶树病虫害防治
胡桃目,disease,砒霜散
胡桃目,disease,郁火
珍珠菜属,disease,胃肠疾病
香茅,disease,香茅叶枯病
鸡脑,disease,肠道病毒属
象贝母,disease,痉挛
象贝母,disease,养阴润肺
瓜蒌,disease,胃肠疾病
瓜蒌,disease,咳喘
太白米,disease,板冰机
滁菊,disease,降血脂
辽宁苹果,disease,斑点病
辽宁苹果,disease,胃肠疾病
毛竹,disease,毛竹枯梢病
梓树属,disease,心肌梗死
南方草木状,disease,葡萄白粉病
南方草木状,disease,疗愁
南方草木状,disease,葡萄蔓枯病
卧龙杜鹃,disease,杜鹃花根腐病
观赏竹,disease,兰花炭疽病
观赏竹,disease,萎凋
牛肝菌目,disease,牛肝菌属
牛肝菌目,disease,郁火
皂荚,disease,痰喘
金冠龙,disease,苹果黑腐病
金冠龙,disease,胃肠疾病
米兰花,disease,板冰机
米兰花,disease,兰花炭疽病
山毛榉科,disease,公害病
黄藻门,disease,肾阳虚
白毫茶,disease,胃肠疾病
红芙蓉,disease,葡萄蔓枯病
中国茶,disease,杉木炭疽病
中国茶,disease,胃肠疾病
新银合欢,disease,安神药
芒属,disease,轻剂
芒属,disease,心肌梗死
柰花,disease,杉木炭疽病
桃金娘亚科,disease,心叶桉
桃金娘亚科,disease,疱疹病毒科
野生天麻,disease,紫菀黄化病
野生天麻,disease,蛇毒中毒
椰子属,disease,椰子红环腐病
椰子属,disease,心肌梗死
大型四照花,disease,板冰机
大型四照花,disease,杉木炭疽病
硬骨凌霄,disease,底层鱼类
圆锥椒,disease,鸡眼
圆锥椒,disease,胃肠疾病
茎根比,disease,植物性饲料
茎根比,disease,根癌病
硕苞蔷薇,disease,月季白粉病
水藓属,disease,心肌梗死
苞鳞,disease,玉米大斑病
苞鳞,disease,底层鱼类
星点木,disease,葡萄白粉病
羊角杜鹃,disease,蛇毒中毒
羊角杜鹃,disease,杜鹃花根腐病
松柏门,disease,肾阳虚
狗牙菜,disease,细菌性萎蔫病
狗牙菜,disease,胃肠疾病
玫红色,disease,鳞屑
玫红色,disease,血泡
日影兰,disease,白肌病
条叶,disease,谷瘟病
蜀永3号,disease,玉米黑粉病
蜀永3号,disease,脑外伤
蜀永3号,disease,葡萄白粉病
蜀永3号,disease,板冰机
苹果柱孢,disease,胃肠疾病
苹果柱孢,disease,松针褐斑病
莎草根,disease,植物性饲料
金罂,disease,弯体病
柿子,disease,果实轮纹病
山白果,disease,杉木炭疽病
山白果,disease,热毒
山麻杆,disease,杉木炭疽病
葡萄科,disease,葡萄蔓枯病
葡萄科,disease,公害病
荷包豆,disease,胃肠疾病
温室凤仙,disease,土传病害
广西莪术,disease,斑点病
耀花豆属,disease,心肌梗死
八角树,disease,蛇毒中毒
八角树,disease,杉木炭疽病
麦冬,disease,养阴润肺
臭茉莉,disease,鳃霉病
臭茉莉,disease,胃肠疾病
木砻,disease,葡萄白粉病
细叶地榆,disease,甘薯疮痂病
寸地,disease,胃肠疾病
寸地,disease,葡萄蔓枯病
毛花洋地黄,disease,狭叶洋地黄
毛花洋地黄,disease,心脏毒
夹竹桃属,disease,心肌梗死
小黑豆,disease,葡萄蔓枯病
小黑豆,disease,阳虚自汗
狼尾草属,disease,稻粒黑粉病
狼尾草属,disease,心肌梗死
小梾木,disease,葡萄蔓枯病
小梾木,disease,葡萄白粉病
银杏苗木,disease,银杏茎腐病
油菜素内酯,disease,水稻二化螟
油菜素内酯,disease,肾阳虚
油菜素内酯,disease,果实轮纹病
酸适口,disease,免疫原
酸适口,disease,跑马病
地毯草,disease,胃肠疾病
小孢子,disease,葡萄蔓枯病
小孢子,disease,柑橘疮痂病
白千层属,disease,心肌梗死
白千层属,disease,心肌梗死
半边莲科,disease,蛇毒中毒
半边莲科,disease,公害病
菜根,disease,甜菜根腐病
美国栗树,disease,白肌病
美国栗树,disease,栗锈病
吊兰属,disease,心肌梗死
南紫薇,disease,葡萄白粉病
南紫薇,disease,煤污病
山芥菜,disease,杉木炭疽病
山芥菜,disease,胃肠疾病
耧锄,disease,病母
樱桃辣椒,disease,李袋果病
樱桃辣椒,disease,胃肠疾病
